age,annual_income,employment_length,employment_type,home_ownership,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,debt_to_income_ratio,loan_to_income_ratio,monthly_payment,payment_to_income_ratio,credit_score_tier,income_category,default
30,18077.302840767985,1.2,Full-time,Rent,635,22785.22,debt_consolidation,9.27,60,1.260432499289369,1.260432499289369,475.9750406134961,0.31595977218907406,Fair,Low,1
62,56753.16316478334,22.4,Full-time,Mortgage,612,38414.31,vacation,7.03,60,0.6768664133920376,0.6768664133920376,761.193214739321,0.160948184515289,Fair,Medium,0
41,74291.95817679373,3.6,Full-time,Rent,610,68018.33,medical,7.09,60,0.9155544108574406,0.9155544108574406,1349.734534190908,0.21801571539879303,Fair,High,0
27,40768.73875275623,4.6,Full-time,Mortgage,544,13106.59,business,13.51,36,0.32148627602844126,0.32148627602844126,444.8392939590892,0.13093541009159088,Poor,Medium,1
50,63968.808165169175,28.0,Full-time,Rent,589,9500.17,major_purchase,12.37,36,0.14851253716452412,0.14851253716452412,317.22308525204494,0.05950833120410181,Fair,High,0
44,44388.633685389395,8.3,Full-time,Own,604,5536.85,home_improvement,11.67,36,0.12473576094374055,0.12473576094374055,183.0311847311087,0.04948055469200543,Fair,Medium,0
44,67851.46530129474,10.0,Full-time,Own,634,29258.43,debt_consolidation,7.84,60,0.43121294241882335,0.43121294241882335,591.0175778084746,0.10452553827995756,Fair,High,1
34,29162.087138301766,5.5,Full-time,Rent,601,50953.42,debt_consolidation,8.78,60,1.7472487397199115,1.7472487397199115,1052.2770461259088,0.4330048289625353,Fair,Low,1
45,67413.06399122273,6.8,Full-time,Own,596,73679.55,other,6.47,36,1.09295655230258,1.09295655230258,2257.1987971710255,0.401797277298937,Fair,High,1
36,30980.12746108495,11.9,Part-time,Rent,476,9991.72,debt_consolidation,11.22,36,0.32252029991002756,0.32252029991002756,328.15805373799265,0.12711040810927648,Poor,Medium,1
46,47112.04548881407,15.4,Full-time,Own,641,85764.68,major_purchase,9.14,60,1.8204405924247828,1.8204405924247828,1786.1667503176623,0.45495797903534196,Fair,Medium,1
21,36374.23579176882,0.0,Full-time,Rent,629,42953.92,car,12.02,60,1.180888589547223,1.180888589547223,955.920403504504,0.3153618101483206,Fair,Medium,1
34,54482.83389115007,10.9,Part-time,Mortgage,623,8334.92,other,8.58,60,0.15298249750833692,0.15298249750833692,171.32519671725322,0.03773486461285175,Fair,Medium,0
60,83538.3651948921,7.3,Self-employed,Own,664,129416.38,debt_consolidation,7.71,36,1.5491849726538949,1.5491849726538949,4038.147615730695,0.580066072345539,Fair,High,0
30,20695.56622974977,8.8,Self-employed,Rent,575,20685.77,debt_consolidation,10.58,60,0.9995266507984842,0.9995266507984842,445.43810651277545,0.2582803108073229,Poor,Low,1
32,32282.147861615194,4.1,Full-time,Own,624,35911.95,debt_consolidation,10.81,60,1.112439920476939,1.112439920476939,777.4142951220965,0.28898236825678164,Fair,Medium,0
34,43878.904846791265,8.0,Full-time,Rent,675,55512.56,debt_consolidation,11.29,60,1.2651309369235424,1.2651309369235424,1215.0216054684654,0.33228402843075505,Good,Medium,1
25,17345.53133406049,0.3,Full-time,Rent,673,4847.31,major_purchase,6.82,36,0.2794558383162121,0.2794558383162121,149.2722552070106,0.10326965648879904,Good,Low,0
21,45564.441401939395,0.0,Self-employed,Rent,549,86604.62,vacation,10.13,60,1.9007062818137341,1.9007062818137341,1845.6368178563382,0.4860729361061227,Poor,Medium,1
37,15000.0,12.8,Part-time,Rent,588,8778.69,car,10.04,36,0.585246,0.585246,283.4285239553061,0.22674281916424488,Fair,Low,0
41,38742.63608302204,9.5,Full-time,Rent,594,49647.96,home_improvement,9.12,60,1.2814812057085847,1.2814812057085847,1033.503881413116,0.32011364818803,Fair,Medium,1
39,40237.85838915592,16.3,Full-time,Own,638,69433.23,vacation,7.61,36,1.7255697191556352,1.7255697191556352,2163.3146623965526,0.6451579926966187,Fair,Medium,1
38,15000.0,9.8,Full-time,Own,653,10959.65,debt_consolidation,8.07,36,0.7306433333333333,0.7306433333333333,343.7896209616214,0.27503169676929706,Fair,Low,1
40,28209.10541933849,17.6,Full-time,Mortgage,600,36456.05,business,7.11,36,1.292350447065503,1.292350447065503,1127.491404094822,0.4796287102341986,Fair,Low,1
52,73786.12234914798,30.5,Self-employed,Own,565,146012.89,business,8.97,36,1.978866558525501,1.978866558525501,4641.1324474352305,0.7547976177103698,Poor,High,0
37,45793.23759914191,7.3,Full-time,Own,610,78691.95,medical,6.9,60,1.7184185728216463,1.7184185728216463,1554.4849013754151,0.4073487657674268,Fair,Medium,0
33,63851.27761877914,6.8,Full-time,Own,605,100925.94,debt_consolidation,9.48,60,1.580640885568074,1.580640885568074,2118.6462976173584,0.398171446516694,Fair,High,0
36,67246.19329844178,12.5,Self-employed,Own,552,62853.03,other,9.64,60,0.9346704537021937,0.9346704537021937,1324.3349511195365,0.2363259336168652,Poor,High,1
46,63275.35669600835,5.5,Full-time,Own,712,60580.59,business,6.42,60,0.9574120662969199,0.9574120662969199,1183.0600568180905,0.2243641351564703,Good,High,0
56,74190.09915873948,30.2,Full-time,Own,690,75861.29,debt_consolidation,7.94,36,1.0225257933364502,1.0225257933364502,2375.1178889835332,0.38416736183112343,Good,High,0
32,39972.01747614113,6.5,Full-time,Own,591,56433.3,major_purchase,4.76,60,1.4118201572808886,1.4118201572808886,1058.7720381372596,0.317853970348901,Fair,Medium,1
41,15000.0,14.5,Full-time,Own,550,5613.61,debt_consolidation,9.82,60,0.37424066666666667,0.37424066666666667,118.77604868614242,0.09502083894891393,Poor,Low,0
44,33318.895435702085,1.8,Full-time,Own,574,57840.04,debt_consolidation,10.41,60,1.735953105396851,1.735953105396851,1240.630867330374,0.4468206467616589,Poor,Medium,1
28,35408.437631229775,5.4,Full-time,Rent,586,4757.13,debt_consolidation,11.75,60,0.13435018086774533,0.13435018086774533,105.2197278357725,0.03565920493808066,Fair,Medium,0
40,58392.92800409643,5.9,Full-time,Mortgage,704,24699.45,vacation,8.87,36,0.4229870096301262,0.4229870096301262,783.9423528066571,0.1611035540642856,Good,Medium,0
22,30616.23362275008,0.8,Full-time,Own,611,31089.17,home_improvement,11.89,36,1.0154472422400935,1.0154472422400935,1030.9727179332804,0.4040886533478212,Fair,Medium,1
21,15000.0,0.0,Full-time,Rent,706,8685.33,home_improvement,4.75,36,0.579022,0.579022,259.3333725816393,0.20746669806531146,Good,Low,1
44,68298.38237263565,6.3,Part-time,Rent,605,54270.25,debt_consolidation,11.55,36,0.7946052031496409,0.7946052031496409,1790.9069164909954,0.3146616691540041,Fair,High,1
35,65033.270600811076,13.3,Full-time,Own,625,47598.36,debt_consolidation,9.69,36,0.7319078305652118,0.7319078305652118,1528.9468972442926,0.282122713457728,Fair,High,0
42,65764.75925860739,16.1,Full-time,Rent,701,40184.44,car,6.64,36,0.6110330282208188,0.6110330282208188,1234.1752851782585,0.22519816979639798,Good,High,0
39,62725.345876060455,17.7,Full-time,Rent,568,51593.17,vacation,10.34,60,0.8225250778519959,0.8225250778519959,1104.8535442134903,0.21136977955863262,Poor,High,1
28,25509.9181154176,2.6,Full-time,Rent,620,27041.74,home_improvement,15.43,36,1.060048091007262,1.060048091007262,943.1150648388339,0.44364629972003106,Fair,Low,1
39,64020.36777271538,11.7,Full-time,Mortgage,592,64345.7,debt_consolidation,9.98,36,1.00508169881872,1.00508169881872,2075.650600710682,0.38906067045655984,Fair,High,1
25,32271.125352626725,2.4,Part-time,Rent,459,53010.25,car,12.27,60,1.642652663046509,1.642652663046509,1186.4291902228722,0.4411730340081129,Poor,Medium,1
56,77164.85835155887,24.1,Full-time,Own,661,52894.63,other,10.15,36,0.6854756313944744,0.6854756313944744,1710.4884114458093,0.2660001116549066,Fair,High,0
23,33023.85052372657,0.1,Full-time,Rent,661,20990.95,medical,8.0,36,0.6356299967176353,0.6356299967176353,657.7800805826276,0.23902000650470503,Fair,Medium,1
37,43516.67646924129,4.7,Full-time,Own,641,46060.34,debt_consolidation,7.22,60,1.0584526148856206,1.0584526148856206,916.8384094962217,0.2528240161385303,Fair,Medium,1
27,19727.081517233273,5.5,Part-time,Rent,559,3769.36,vacation,13.1,36,0.19107540041881743,0.19107540041881743,127.18626685151777,0.07736751130089456,Poor,Low,1
46,55547.611063638455,10.6,Unemployed,Mortgage,363,17355.27,debt_consolidation,10.98,60,0.31243953912107636,0.31243953912107636,377.1725414221454,0.08148092078848224,Poor,Medium,0
36,58869.22087241183,14.4,Full-time,Own,639,95713.53,debt_consolidation,8.92,60,1.6258671098678443,1.6258671098678443,1983.1412930909164,0.4042468231177734,Fair,Medium,0
33,33632.10020844195,2.6,Full-time,Rent,612,34911.73,major_purchase,9.2,60,1.0380478704460108,1.0380478704460108,728.1035423720145,0.2597887867339028,Fair,Medium,0
50,75264.61571878321,28.9,Full-time,Own,696,17041.21,debt_consolidation,6.13,36,0.22641728569600808,0.22641728569600808,519.4309994540255,0.08281676500864325,Good,High,0
40,60208.602432146436,13.3,Self-employed,Own,545,56399.06,other,7.91,60,0.9367276057198023,0.9367276057198023,1141.1418707514488,0.22743764006895595,Poor,High,1
46,52295.60006165169,19.4,Full-time,Own,681,44801.76,business,7.82,36,0.8567022836946676,0.8567022836946676,1400.2070715568414,0.32129825145659513,Good,Medium,0
28,54730.306639039416,2.8,Full-time,Mortgage,617,31067.96,home_improvement,9.97,60,0.5676555076678313,0.5676555076678313,659.643827629936,0.14463149245198828,Fair,Medium,0
23,22209.17281349534,1.8,Full-time,Mortgage,592,17922.72,other,11.79,60,0.8069962870976136,0.8069962870976136,396.7816603256979,0.21438799021884938,Fair,Low,1
41,73066.9317527488,10.9,Full-time,Own,689,33455.54,home_improvement,6.38,36,0.4578752548856192,0.4578752548856192,1023.5526187045178,0.16810109758019418,Good,High,0
36,50579.70133328408,10.2,Full-time,Own,578,48213.24,medical,8.38,60,0.9532132205034033,0.9532132205034033,986.3823550043592,0.23401854791624124,Poor,Medium,1
47,57812.858680824414,2.5,Full-time,Rent,687,50655.82,medical,11.02,60,0.876203342229844,0.876203342229844,1101.8855869634845,0.22871429203253607,Good,Medium,0
39,34564.33522713858,11.4,Part-time,Rent,503,43352.34,vacation,10.37,36,1.2542506521566603,1.2542506521566603,1406.401019227778,0.48827243804423914,Poor,Medium,0
42,50371.01180221167,18.5,Full-time,Mortgage,670,95201.11,debt_consolidation,7.61,36,1.8899979689472892,1.8899979689472892,2966.158381792509,0.706634615982585,Fair,Medium,0
21,21943.607297583694,0.0,Full-time,Rent,595,9926.82,other,12.07,36,0.4523786752733715,0.4523786752733715,330.04446055943055,0.18048689411012556,Fair,Low,1
62,58244.19828903303,30.2,Full-time,Own,639,52020.09,home_improvement,5.54,60,0.8931377120490817,0.8931377120490817,994.6048945343737,0.20491755548225665,Fair,Medium,1
38,43345.93815076041,0.4,Full-time,Rent,477,50637.55,vacation,9.38,36,1.1682190341313832,1.1682190341313832,1619.231089092085,0.44827206188324586,Poor,Medium,1
48,47264.9861968488,25.0,Full-time,Own,605,53848.21,car,12.24,36,1.1392833116619023,1.1392833116619023,1794.709960227509,0.4556548357601333,Fair,Medium,0
29,43959.36806010545,7.9,Self-employed,Rent,570,59632.96,business,8.89,36,1.3565472533286673,1.3565472533286673,1893.2607267976832,0.5168210946642461,Poor,Medium,1
43,72560.3088308383,7.8,Full-time,Rent,739,44194.14,major_purchase,5.95,60,0.6090676943372847,0.6090676943372847,853.3694291103465,0.14112995540300055,Good,High,1
24,15000.0,0.3,Part-time,Rent,548,19584.7,car,9.59,36,1.3056466666666666,1.3056466666666666,628.1799814869429,0.5025439851895543,Poor,Low,1
45,81193.09050177503,15.8,Full-time,Own,638,39153.2,debt_consolidation,8.21,60,0.48222329952009935,0.48222329952009935,797.8265610850375,0.11791543681677132,Fair,High,0
35,40868.34465371458,0.4,Full-time,Rent,669,13828.44,car,7.37,36,0.3383655520469708,0.3383655520469708,429.3253244112427,0.12606098770547217,Fair,Medium,0
40,34527.22159880364,9.2,Full-time,Rent,595,58010.07,car,9.92,60,1.680125631713443,1.680125631713443,1230.2603272898696,0.4275792619232928,Fair,Medium,1
48,70688.35560142783,7.3,Self-employed,Own,661,70695.84,major_purchase,10.94,36,1.0001058788043447,1.0001058788043447,2312.48288611827,0.3925652874128921,Fair,High,1
25,23387.92858888614,1.9,Full-time,Rent,622,19992.63,home_improvement,7.54,60,0.8548268789182307,0.8548268789182307,400.9914183348244,0.20574276177260473,Fair,Low,0
31,36485.81426630725,0.2,Full-time,Rent,578,68016.05,home_improvement,8.76,60,1.8641779378570504,1.8641779378570504,1403.992032965888,0.461765887219045,Poor,Medium,0
45,49444.30091309,1.2,Full-time,Rent,684,71622.0,debt_consolidation,8.08,60,1.4485390363975925,1.4485390363975925,1454.9796346590667,0.35311967797053967,Good,Medium,0
65,68681.13441185701,0.7,Full-time,Own,688,95229.46,vacation,11.09,60,1.3865446576485163,1.3865446576485163,2074.7960307651183,0.36250933509454586,Good,High,0
38,57470.124977553976,10.5,Full-time,Mortgage,690,26958.86,other,7.32,36,0.46909346396113255,0.46909346396113255,836.3613266289739,0.17463570722123126,Good,Medium,0
47,53756.32641421431,14.6,Full-time,Rent,632,26748.64,vacation,7.17,60,0.49759054950836623,0.49759054950836623,531.8031677492438,0.11871417633373633,Fair,Medium,0
38,25060.39260883673,4.0,Part-time,Rent,590,25508.79,medical,5.69,60,1.0178926722403048,1.0178926722403048,489.48775748233726,0.23438791169284492,Fair,Low,1
63,86655.73237171357,27.2,Full-time,Mortgage,773,116064.71,other,4.88,60,1.3393771747509482,1.3393771747509482,2183.9090688994124,0.30242556504372103,Excellent,High,0
21,15000.0,0.0,Full-time,Mortgage,608,12765.27,medical,7.66,60,0.851018,0.851018,256.76149520410365,0.20540919616328293,Fair,Low,1
41,33124.82622343044,5.5,Self-employed,Rent,549,7352.12,home_improvement,8.09,36,0.221951956831688,0.221951956831688,230.69409228190753,0.08357263789733474,Poor,Medium,1
21,42889.093074659744,0.0,Full-time,Own,707,59948.44,car,7.74,60,1.3977548999612555,1.3977548999612555,1208.092423359876,0.33801388747210115,Good,Medium,1
21,15000.0,0.0,Full-time,Mortgage,633,23551.91,medical,8.42,36,1.5701273333333334,1.5701273333333334,742.6030533366462,0.594082442669317,Fair,Low,1
43,18219.428841002897,0.7,Part-time,Mortgage,530,34510.78,other,13.67,60,1.8941746363823082,1.8941746363823082,797.1134618287933,0.5250088586980639,Poor,Low,1
41,59766.651087981765,7.5,Full-time,Own,735,52394.95,business,7.52,60,0.876658622261937,0.876658622261937,1050.3853444571605,0.21089727973767194,Good,Medium,0
36,39509.84516795254,7.6,Full-time,Rent,566,23322.32,other,12.18,60,0.5902913539868119,0.5902913539868119,520.9160160686891,0.1582135330131491,Poor,Medium,0
38,43345.34267445367,12.4,Full-time,Rent,657,80580.52,debt_consolidation,8.17,36,1.8590352510349752,1.8590352510349752,2531.424870572994,0.700815741036446,Fair,Medium,1
77,91468.9347777131,16.1,Full-time,Own,739,133431.57,home_improvement,5.26,60,1.458763790397954,1.458763790397954,2533.943272778699,0.3324332938526064,Good,High,0
36,47542.84569545039,14.7,Full-time,Own,688,10534.26,vacation,9.18,36,0.22157403171615525,0.22157403171615525,335.8698494864497,0.08477486222965169,Good,Medium,0
46,45488.87238840313,17.1,Full-time,Rent,587,54679.99,home_improvement,7.52,60,1.2020519992915903,1.2020519992915903,1096.1945785054493,0.28917698442265494,Fair,Medium,0
32,61124.77396594409,4.1,Full-time,Mortgage,587,9425.48,vacation,12.1,60,0.15420065201797625,0.15420065201797625,210.14120820358977,0.041254868277272476,Fair,High,1
43,30822.644490274277,2.1,Full-time,Own,628,16348.2,car,7.54,60,0.5303957616342259,0.5303957616342259,327.8952246513528,0.12765753104208158,Fair,Medium,0
37,52012.1068010043,2.9,Unemployed,Mortgage,525,12212.99,vacation,12.39,36,0.23481052299469976,0.23481052299469976,407.92472741652347,0.09411456351358108,Poor,Medium,0
35,52428.425227640284,6.8,Full-time,Mortgage,586,25652.89,major_purchase,10.55,36,0.48929354426758154,0.48929354426758154,834.3865443711126,0.19097728930402214,Fair,Medium,1
61,64452.68121461799,19.8,Self-employed,Mortgage,618,66441.25,vacation,7.28,60,1.0308531584397609,1.0308531584397609,1324.4112693594748,0.2465829959717665,Fair,High,0
54,51593.1358632056,25.3,Full-time,Own,566,34456.29,car,12.58,36,0.6678463990124122,0.6678463990124122,1154.0104069593256,0.2684102187591179,Poor,Medium,1
41,65681.34202611167,14.5,Full-time,Own,707,17551.63,vacation,11.44,36,0.2672239856643358,0.2672239856643358,578.2819457400619,0.10565227711276036,Good,High,0
21,15000.0,0.0,Full-time,Rent,571,15238.72,business,8.57,60,1.0159146666666665,1.0159146666666665,313.16004252330094,0.25052803401864077,Poor,Low,1
35,33696.65105823302,8.3,Full-time,Mortgage,612,48729.66,other,8.02,60,1.4461276853829663,1.4461276853829663,988.5282905351119,0.3520331876874466,Fair,Medium,0
72,103140.14291147247,1.1,Full-time,Own,738,20724.78,debt_consolidation,7.17,60,0.20093805782088695,0.20093805782088695,412.03977678514394,0.047939407313655605,Good,Very High,0
37,45860.10155393282,6.4,Self-employed,Own,621,81473.44,other,10.9,36,1.7765647532242128,1.7765647532242128,2663.4792754702544,0.6969402644705246,Fair,Medium,1
53,38720.81108725834,24.5,Full-time,Rent,649,51918.13,home_improvement,11.1,36,1.3408327083593667,1.3408327083593667,1702.1926788415913,0.5275280029663603,Fair,Medium,1
57,96968.59903270949,14.4,Full-time,Own,740,105398.93,medical,6.28,60,1.086938772462277,1.086938772462277,2051.40736480969,0.2538645357701053,Good,High,0
42,43744.7538725378,17.5,Full-time,Mortgage,651,37314.36,other,8.89,60,0.8530019418722872,0.8530019418722872,772.5941772037602,0.2119369594228161,Fair,Medium,0
29,29128.13217682747,7.8,Full-time,Rent,687,24678.71,vacation,7.26,60,0.8472465673453943,0.8472465673453943,491.7010043908387,0.2025674704052622,Good,Low,1
21,28836.76378489548,0.0,Full-time,Rent,529,21268.89,debt_consolidation,10.01,36,0.7375616126224439,0.7375616126224439,686.3871155901608,0.2856300189758545,Poor,Low,1
48,68698.18585336617,3.9,Part-time,Own,605,21975.57,major_purchase,8.39,60,0.31988573973272116,0.31988573973272116,449.6983136212046,0.07855199808293098,Fair,High,0
30,65857.2423354737,3.4,Full-time,Mortgage,649,16501.16,business,5.93,36,0.25055953475767884,0.25055953475767884,501.4740549453366,0.09137474400598519,Fair,High,0
42,26793.893013151846,0.2,Full-time,Rent,601,18401.44,major_purchase,11.25,60,0.6867773933025563,0.6867773933025563,402.38995370557,0.1802156723584987,Fair,Low,1
25,42474.02889660105,2.4,Full-time,Mortgage,654,58079.91,business,8.77,60,1.3674217282610504,1.3674217282610504,1199.1705014019665,0.3387963513387154,Fair,Medium,1
36,55212.942020920644,12.3,Unemployed,Rent,504,35775.19,car,14.34,60,0.647949351919057,0.647949351919057,838.7455718583964,0.18229325397090893,Poor,Medium,1
40,47095.068709769606,12.0,Full-time,Rent,675,77391.49,other,9.83,36,1.6433034735958583,1.6433034735958583,2491.0333269530975,0.6347246270655967,Good,Medium,1
43,64775.20711715859,17.3,Full-time,Own,594,53280.99,home_improvement,8.85,60,0.8225522135904705,0.8225522135904705,1102.1509096848447,0.20418014090324216,Fair,High,1
26,45370.04246793804,4.0,Full-time,Own,747,58947.84,major_purchase,4.59,60,1.299267904403155,1.299267904403155,1101.3797442974724,0.2913058091340669,Excellent,Medium,1
54,46219.71076756781,28.1,Full-time,Own,614,42551.51,home_improvement,13.03,60,0.9206355750252385,0.9206355750252385,968.8312167618319,0.2515371560762748,Fair,Medium,0
32,65229.548435670076,2.9,Part-time,Own,618,68221.65,medical,5.82,60,1.0458703399929368,1.0458703399929368,1313.2131736471663,0.2415861900271656,Fair,High,1
21,15000.0,0.0,Full-time,Rent,589,8629.58,debt_consolidation,9.06,36,0.5753053333333333,0.5753053333333333,274.65937947433156,0.21972750357946524,Fair,Low,1
38,29580.425272943823,11.1,Part-time,Rent,569,31838.93,debt_consolidation,9.46,36,1.0763513271434253,1.0763513271434253,1019.299617733593,0.41350302776041986,Poor,Low,1
40,45225.72726851991,5.5,Full-time,Own,605,14030.87,other,8.16,36,0.3102408926824801,0.3102408926824801,440.71284077521864,0.11693685007877819,Fair,Medium,0
41,79297.83651136517,19.7,Full-time,Own,679,66202.47,medical,6.41,60,0.8348584641462657,0.8348584641462657,1292.5383467777442,0.19559751997912242,Good,High,0
56,64867.67597742801,33.3,Full-time,Own,682,61739.23,debt_consolidation,5.61,36,0.9517718812908202,0.9517718812908202,1867.3364265682962,0.3454422681431793,Good,High,0
37,44859.974700085295,9.2,Self-employed,Rent,462,64490.35,major_purchase,10.6,36,1.4375922062184618,1.4375922062184618,2099.136185832236,0.5615169067391146,Poor,Medium,1
38,68091.34855009387,14.3,Full-time,Own,640,58587.17,vacation,8.72,60,0.8604201744792618,0.8604201744792618,1208.2271712310242,0.21293051707010585,Fair,High,1
26,26851.16006490774,1.3,Full-time,Rent,594,36633.8,medical,10.27,60,1.3643283907080561,1.3643283907080561,783.2357509596492,0.35003437426151607,Fair,Low,1
49,42916.66964502292,11.6,Part-time,Own,696,18530.16,major_purchase,6.75,60,0.43177068848232397,0.43177068848232397,364.73767546717477,0.10198489635399013,Good,Medium,0
42,45436.392725662576,3.9,Full-time,Own,675,6721.38,vacation,7.12,36,0.1479294371052425,0.1479294371052425,207.90567463534973,0.0549090265745302,Good,Medium,0
34,62087.301235900224,6.8,Full-time,Own,725,65893.26,debt_consolidation,5.19,60,1.0613001159389914,1.0613001159389914,1249.2310923693433,0.24144668571556674,Good,High,0
21,26062.97495582705,0.0,Unemployed,Own,489,26072.21,major_purchase,11.9,36,1.0003543357651459,1.0003543357651459,864.7257282681497,0.3981398423167274,Poor,Low,1
57,99722.58575025067,7.7,Full-time,Mortgage,695,136872.21,car,7.91,60,1.3725296929502848,1.3725296929502848,2769.38320910464,0.33325046938197894,Good,High,0
25,41153.76965664419,2.7,Self-employed,Mortgage,596,28632.16,medical,10.38,60,0.6957360222133964,0.6957360222133964,613.7161132511089,0.17895306846633693,Fair,Medium,1
32,29310.916801555377,1.3,Full-time,Rent,671,4594.32,other,7.17,36,0.15674432946280967,0.15674432946280967,142.21663763399883,0.05822402837694335,Good,Low,0
44,55003.43270256939,1.4,Full-time,Own,730,81118.09,major_purchase,5.36,60,1.4747823183808435,1.4747823183808435,1544.213409761909,0.3368982626474744,Good,Medium,1
25,17286.47399058367,1.5,Full-time,Rent,617,32674.93,debt_consolidation,9.2,60,1.8902021324764535,1.8902021324764535,681.4538345638445,0.4730545985966006,Fair,Low,1
22,16244.690980946418,0.4,Full-time,Rent,570,13793.38,debt_consolidation,11.13,60,0.8491007933717183,0.8491007933717183,300.79653247269164,0.22219926460318584,Poor,Low,1
21,92186.26376538635,0.0,Full-time,Own,729,116260.04,major_purchase,5.43,36,1.261142769554923,1.261142769554923,3506.907265351068,0.4564984572030556,Good,High,0
48,74601.40154881225,7.0,Full-time,Own,621,84665.56,major_purchase,7.91,36,1.1349057556861406,1.1349057556861406,2649.597125376288,0.4262006456234156,Fair,High,1
33,53170.7071232357,4.1,Unemployed,Own,510,62497.0,home_improvement,8.73,60,1.175402837038605,1.175402837038605,1289.160685496645,0.2909483259288714,Poor,Medium,1
75,84296.3630669892,8.8,Part-time,Own,658,147351.29,medical,6.15,36,1.7480147973039108,1.7480147973039108,4492.733318180689,0.6395625843943525,Fair,High,1
28,57442.06607896194,2.8,Full-time,Rent,640,86107.95,home_improvement,7.72,60,1.499039917568997,1.499039917568997,1734.4428197807335,0.36233574552764286,Fair,Medium,1
28,50389.539111639824,6.3,Full-time,Mortgage,593,78738.4,debt_consolidation,7.99,60,1.5625941691102245,1.5625941691102245,1596.1540411369979,0.38011557222636905,Fair,Medium,1
33,68478.55662850216,2.7,Full-time,Own,635,18562.57,vacation,10.51,36,0.27107128003153447,0.27107128003153447,603.4164146731588,0.1057410864449216,Fair,High,0
42,79191.62748021403,14.4,Full-time,Own,653,29993.37,other,8.64,36,0.3787442050928152,0.3787442050928152,948.7637469952358,0.14376728103974634,Fair,High,0
34,19339.084407350732,1.8,Part-time,Own,502,26306.55,debt_consolidation,13.86,36,1.3602789793916485,1.3602789793916485,897.307804277133,0.5567840454345825,Poor,Low,1
47,41403.25511857851,9.2,Full-time,Rent,609,46656.08,debt_consolidation,11.93,60,1.1268698527779386,1.1268698527779386,1036.1891060620212,0.30032105536467196,Fair,Medium,1
28,18841.487852791215,2.2,Full-time,Rent,531,29602.4,major_purchase,10.83,60,1.571128577068007,1.571128577068007,641.1210425750714,0.4083251052682198,Poor,Low,1
23,15000.0,1.9,Full-time,Rent,629,4152.59,debt_consolidation,5.01,36,0.2768393333333333,0.2768393333333333,124.47549266782947,0.09958039413426358,Fair,Low,1
21,29851.785463905857,0.0,Full-time,Rent,632,35115.42,home_improvement,9.76,60,1.1763256185281936,1.1763256185281936,741.9588944763188,0.29825709234314174,Fair,Low,1
21,16497.948218562735,0.0,Full-time,Rent,614,16886.18,other,11.58,36,1.023532125103923,1.023532125103923,557.4814757273657,0.40549149628202596,Fair,Low,1
33,71343.21539957338,7.2,Full-time,Rent,641,122988.93,business,10.06,36,1.7239050596636754,1.7239050596636754,3971.9722851643396,0.6680897006817146,Fair,High,0
36,72637.99484139406,2.1,Full-time,Mortgage,649,33092.64,car,9.35,36,0.45558306052167574,0.45558306052167574,1057.735995481411,0.1747409461603653,Fair,High,0
32,38886.126936272034,10.3,Full-time,Rent,584,29652.81,debt_consolidation,9.34,60,0.7625549864761816,0.7625549864761816,620.4481799572198,0.1914661794857685,Fair,Medium,1
54,96279.04578461972,11.4,Full-time,Own,713,37153.68,home_improvement,5.13,60,0.38589580627039394,0.38589580627039394,703.350753874891,0.08766402884153833,Good,High,0
54,89271.1719509759,1.5,Part-time,Rent,562,85547.83,medical,11.49,36,0.9582917769577327,0.9582917769577327,2820.6189500404284,0.3791529410980823,Poor,High,1
35,36036.01178183264,4.2,Full-time,Own,626,63952.07,car,8.68,60,1.7746711369497634,1.7746711369497634,1317.6296853877675,0.4387709805507534,Fair,Medium,0
21,15000.0,0.0,Full-time,Rent,568,20604.5,vacation,10.75,60,1.3736333333333333,1.3736333333333333,445.4271266288884,0.3563417013031107,Poor,Low,1
33,36984.71151372466,1.1,Full-time,Own,711,56001.06,debt_consolidation,6.35,60,1.5141678198360033,1.5141678198360033,1091.7947145908995,0.3542419567130852,Good,Medium,1
32,29313.718881280533,6.8,Full-time,Own,641,8129.87,major_purchase,12.8,36,0.2773401093503581,0.2773401093503581,273.14493545321926,0.11181587838490752,Fair,Low,0
32,42080.635224645084,3.8,Part-time,Rent,579,40348.99,debt_consolidation,10.41,60,0.9588493563511863,0.9588493563511863,865.4593333546205,0.24680026679286043,Poor,Medium,1
31,39050.2887099009,6.3,Part-time,Own,520,66130.64,other,10.24,36,1.6934737791895782,1.6934737791895782,2141.309009853343,0.6580158295148575,Poor,Medium,1
32,39928.31573094606,0.1,Self-employed,Own,508,67527.22,medical,8.95,60,1.6912113312023245,1.6912113312023245,1400.1159336372975,0.42078887867102827,Poor,Medium,1
35,50651.88129017899,13.7,Unemployed,Own,513,100150.84,home_improvement,8.33,60,1.977238306831033,1.977238306831033,2046.5518933665671,0.48485114658832096,Poor,Medium,1
32,20795.22164120245,1.9,Part-time,Rent,646,22863.88,other,9.95,60,1.0994775816526443,1.0994775816526443,485.2275737551762,0.28000330967982046,Fair,Low,1
42,57865.31941778291,13.8,Full-time,Own,666,6014.27,other,7.18,36,0.10393565715204058,0.10393565715204058,186.19856504427224,0.038613504652056,Fair,Medium,0
